,Symbol,Date,AdjClose
532,CVX,2011-10-28,83.049675
533,CVX,2011-11-04,82.556679
534,CVX,2011-11-11,78.315392
535,CVX,2011-11-18,73.941948
536,CVX,2011-11-25,80.314758
537,CVX,2011-12-02,80.645996
538,CVX,2011-12-09,78.611122
539,CVX,2011-12-16,83.84819
540,CVX,2011-12-23,84.76310699999999
541,CVX,2011-12-30,0.0
542,CVX,2012-01-06,0.0
543,CVX,2012-01-13,84.337204
544,CVX,2012-01-20,84.069046
545,CVX,2012-01-27,81.78177600000001
546,CVX,2012-02-03,83.895523
547,CVX,2012-02-10,84.01384
548,CVX,2012-02-17,86.112183
549,CVX,2012-02-24,87.232803
550,CVX,2012-03-02,87.447372
551,CVX,2012-03-09,87.447372
552,CVX,2012-03-16,83.727882
553,CVX,2012-03-23,84.920059
554,CVX,2012-03-30,83.251038
555,CVX,2012-04-06,81.534363
556,CVX,2012-04-13,81.47077900000001
557,CVX,2012-04-20,84.419327
558,CVX,2012-04-27,0.0
559,CVX,2012-05-04,82.14631700000001
560,CVX,2012-05-11,79.58719599999999
561,CVX,2012-05-18,80.239319
562,CVX,2012-05-25,78.835991
563,CVX,2012-06-01,80.503967
564,CVX,2012-06-08,81.73088800000001
565,CVX,2012-06-15,80.20725300000001
566,CVX,2012-06-22,82.965836
567,CVX,2012-06-29,85.026733
568,CVX,2012-07-06,84.224823
569,CVX,2012-07-13,87.280113
570,CVX,2012-07-20,86.823029
571,CVX,2012-07-27,87.60889399999999
572,CVX,2012-08-03,90.31935899999999
573,CVX,2012-08-10,90.872688
574,CVX,2012-08-17,89.95926700000001
575,CVX,2012-08-24,10000000.0
576,CVX,2012-08-31,91.365753
577,CVX,2012-09-07,94.219177
578,CVX,2012-09-14,95.26191700000001
579,CVX,2012-09-21,94.736511
580,CVX,2012-09-28,94.696106
581,CVX,2012-10-05,91.389999
582,CVX,2012-10-12,92.675262
583,CVX,2012-10-19,89.692528
584,CVX,2012-10-26,90.096695
585,CVX,2012-11-02,85.57811
586,CVX,2012-11-09,82.142685
587,CVX,2012-11-16,0.0
588,CVX,2012-11-23,86.250771
589,CVX,2012-11-30,86.788857
590,CVX,2012-12-07,87.97921
591,CVX,2012-12-14,89.993004
592,CVX,2012-12-21,0.0
593,CVX,2012-12-28,89.61795
594,CVX,2013-01-04,90.066376
595,CVX,2013-01-11,93.547729
596,CVX,2013-01-18,94.167343
597,CVX,2013-01-25,93.88200400000001
598,CVX,2013-02-01,93.776009
599,CVX,2013-02-08,94.338562
600,CVX,2013-02-15,94.481422
601,CVX,2013-02-22,96.256203
602,CVX,2013-03-01,0.0
603,CVX,2013-03-08,98.59790799999999
604,CVX,2013-03-15,98.877258
605,CVX,2013-03-22,97.628349
606,CVX,2013-03-29,0.0
607,CVX,2013-04-05,99.37847099999999
608,CVX,2013-04-12,94.974426
609,CVX,2013-04-19,97.373642
610,CVX,2013-04-26,100.274078
611,CVX,2013-05-03,101.58871500000001
612,CVX,2013-05-10,0.0
613,CVX,2013-05-17,103.86573800000001
614,CVX,2013-05-24,103.625534
615,CVX,2013-05-31,99.881737
616,CVX,2013-06-07,100.76798199999999
617,CVX,2013-06-14,97.695068
618,CVX,2013-06-21,98.324554
619,CVX,2013-06-28,98.631027
620,CVX,2013-07-05,102.515663
621,CVX,2013-07-12,103.923714
622,CVX,2013-07-19,105.82046499999998
623,CVX,2013-07-26,0.0
624,CVX,2013-08-02,101.935852
625,CVX,2013-08-09,99.600121
626,CVX,2013-08-16,98.78609499999999
627,CVX,2013-08-23,100.52314
628,CVX,2013-08-30,101.358261
629,CVX,2013-09-06,103.462738
630,CVX,2013-09-13,104.757172
631,CVX,2013-09-20,103.1287
632,CVX,2013-09-27,98.752701
633,CVX,2013-10-04,97.19099399999999
634,CVX,2013-10-11,99.813278
635,CVX,2013-10-18,100.681816
636,CVX,2013-10-25,100.180725
637,CVX,2013-11-01,100.138977
638,CVX,2013-11-08,99.846687
639,CVX,2013-11-15,103.969414
640,CVX,2013-11-22,103.093597
641,CVX,2013-11-29,101.98197900000001
642,CVX,2013-12-06,101.88934300000001
643,CVX,2013-12-13,103.76731099999999
644,CVX,2013-12-20,105.10627
645,CVX,2013-12-27,104.542068
646,CVX,2014-01-03,103.82624799999999
647,CVX,2014-01-10,100.07034300000001
648,CVX,2014-01-17,99.699799
649,CVX,2014-01-24,98.066063
650,CVX,2014-01-31,93.70384200000001
651,CVX,2014-02-07,94.74809300000001
652,CVX,2014-02-14,0.0
