raw_date,BGN,BRL,CAD,CHF,EUR,PLN,NOK
2010-08-29,0.3551287290559868,0.08055598816383736,0.24062506662118643,0.9903512157468155,0.8470612842501568,0.5242895442359248,1.0
2010-09-05,0.3551287290559868,0.06634480610496807,0.23145799134457512,0.9648784253184095,0.8160217527713867,0.4619839142091151,0.8759384023099139
2010-09-12,0.32815692684920306,0.06420339510979589,0.17666872748203888,0.991509069857198,0.8439238653001464,0.4749597855227883,0.9167468719923004
2010-09-19,0.3011851246424193,0.06350256969319412,0.16792802779968863,0.9463527595522963,0.7596318761765324,0.41319034852546865,0.8295476419634262
2010-09-26,0.29658084729600853,0.06358043918392775,0.17261815933655944,0.8302971825549981,0.6755490483162521,0.3390884718498661,0.6629451395572667
2010-10-03,0.2919765699495982,0.048590562217723066,0.16664890101690588,0.8167888846005402,0.6041832252666803,0.235710455764075,0.5973051010587103
2010-10-10,0.2873722926031874,0.051666407101697565,0.1559895111603815,0.7756850636819759,0.5716795649445721,0.23345844504021462,0.5788257940327242
2010-10-17,0.2827680152567771,0.04095935212583712,0.1223058392137637,0.7195291393284444,0.5256640870110854,0.13211796246648788,0.4878729547641969
2010-10-24,0.2781637379103663,0.05443077402273788,0.16664890101690588,0.790891547664994,0.5587115666178626,0.21522788203753374,0.5843118383060624
2010-10-31,0.27355946056395597,0.059336551938950266,0.1557763233632503,0.8604785796989578,0.5754026354319182,0.24139410187667565,0.6495668912415793
2010-11-07,0.2689551832175452,0.04785080205575454,0.11313876393715239,0.7545349285989964,0.5267517255804228,0.14080428954423585,0.5079884504331087
2010-11-14,0.26435090587113486,0.06416446036442913,0.132538853476027,0.8023157082207644,0.6075298054800249,0.23270777479892768,0.6687199230028877
2010-11-21,0.2597466285247241,0.06315215698489329,0.15492357217472863,0.8830567348514085,0.615770759255386,0.2454691689008044,0.731376323387873
2010-11-28,0.25514235117831374,0.06821367388257271,0.15876095252307731,0.9096873793901965,0.7196402426270652,0.42563002680965134,0.9105871029836381
2010-12-05,0.25053807383190296,0.057389814670612105,0.11441789071993513,0.8719413353917402,0.7146203723070483,0.3943163538873993,0.7761308950914341
2010-12-12,0.24593379648549263,0.05875253075844877,0.13125972669324426,0.8302971825549981,0.7151223593390506,0.422627345844504,0.7280076997112603
2010-12-19,0.24132951913908185,0.05992057311945176,0.12656959515637345,0.7500192975685063,0.711315624346371,0.3784450402144768,0.6883541867179979
2010-12-26,0.23672524179267151,0.053691013860769354,0.13317841686741838,0.7602470088768816,0.7500941225685,0.40621983914209103,0.7099133782483156
2011-01-02,0.23212096444626074,0.04134869957950471,0.10441938303451481,0.6541489772288691,0.6872202468102908,0.3500268096514745,0.5779595765158803
2011-01-09,0.21311810380057228,0.05353527487930221,0.09533758287675598,0.7682747973755304,0.26220455971554024,0.3673994638069704,0.6969201154956695
2011-01-16,0.19411524315488338,0.05209468930073202,0.102969706014028,0.7764955615592433,0.19577494248065275,0.27678284182305646,0.6195380173243503
2011-01-23,0.17511238250919492,0.0460598037688833,0.10354531306628001,0.756966422230799,0.1809244927839364,0.23302949061662215,0.5773820981713191
2011-01-30,0.15610952186350646,0.04781186731038778,0.10053936512674033,0.6857583944423005,0.1833507634386109,0.2229490616621983,0.5287776708373437
2011-02-06,0.17306906416019618,0.04403519700981162,0.08216257701409146,0.7102663064453876,0.15649445722652144,0.22863270777479894,0.4724735322425415
2011-02-13,0.16380602097806873,0.04539791309764829,0.1013281599761231,0.7989579313006558,0.1724325454925748,0.26756032171581756,0.6031761308950916
2011-02-20,0.1545429777959404,0.0441520012459119,0.07497814825079407,0.7167502894635276,0.13365404727044572,0.24032171581769424,0.4373435996150148
2011-02-27,0.14527993461381294,0.04169911228780565,0.06819877630204463,0.6318795831725201,0.15636896046852122,0.25404825737265435,0.38950914340712295
2011-03-06,0.13559460563955872,0.03757202927892844,0.05244419809410106,0.6373214974913157,0.12829951892909408,0.22552278820375316,0.3247353224254095
2011-03-13,0.1259092766653045,0.04294502413954204,0.06668514294241801,0.6410652257815515,0.17222338422924066,0.30627345844504017,0.4141482194417714
2011-03-20,0.11622394769105027,0.0450085656439807,0.07519133604792438,0.5272095715939793,0.1434427943944776,0.24021447721179623,0.3291626564003849
2011-03-27,0.1065386187167956,0.04099828687120388,0.059884452213955,0.5738324971053648,0.15804225057519306,0.20600536193029484,0.3355149181905679
2011-04-03,0.09685328974254181,0.02892851580750655,0.04218986505212419,0.6066383635661903,0.1641915917172141,0.22337801608579078,0.2722810394610198
2011-04-10,0.08716796076828759,0.006696776203083621,0.013089730743812034,0.5701659590891546,0.11554068186571831,0.1056300268096515,0.17401347449470617
2011-04-17,0.07748263179403336,0.00942220837875718,0.03466433581341777,0.487186414511771,0.11512235933905046,0.08879356568364605,0.1603464870067377
2011-04-24,0.06779730281977914,0.004438560971811167,0.0,0.4433423388653033,0.08441748588161468,0.06380697050938355,0.09682386910490859
2011-05-01,0.058111973845525355,0.009928360068525155,0.002046602852452839,0.3843303743728286,0.0667642752562223,0.0,0.0
2011-05-08,0.04842664487127113,0.024957171780096488,0.03389685974374812,0.41408722500964856,0.10637941853168753,0.08203753351206444,0.2329162656400392
2011-05-15,0.038741315897016904,0.024957171780096488,0.03212740102756495,0.465997684291779,0.12842501568709475,0.10155495978552276,0.24408084696823895
2011-05-22,0.029055986922762234,0.026319887867933378,0.04521713177137743,0.4248552682362021,0.13357038276511135,0.11742627345844525,0.25158806544754597
2011-05-29,0.019370657948508452,0.022387478585890075,0.059991046112520596,0.3489386337321503,0.09859861953566185,0.15024128686327076,0.2014436958614052
